sort,date_collected,date_observed,data_sheet,row,column,sub_reef,coral_id,site,type,code,count,cafi_size_mm,search_term,lowest_level,alt_size_mm,photo_type,photo_num,notes,worms_id,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species
900,NA,6/16/21,236,1,1,A,FE-POC61,MRB,fish,PAMO,1,12.1,Paragobiodon modestus,species,10.5,,FE-POC61,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
900,NA,6/16/21,236,1,1,A,FE-POC61,MRB,fish,PAMO,1,13.3,Paragobiodon modestus,species,11.8,,FE-POC61,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
900,NA,6/16/21,236,1,1,A,FE-POC61,MRB,fish,PAMO,1,14.5,Paragobiodon modestus,species,12.8,,FE-POC61,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
900,NA,6/16/21,236,1,1,A,FE-POC61,MRB,fish,PAMO,1,16.5,Paragobiodon modestus,species,13.3,,FE-POC61,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
900,NA,6/16/21,236,1,1,A,FE-POC61,MRB,fish,PAMO,1,24.1,Paragobiodon modestus,species,20.7,,FE-POC61,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
900,NA,6/16/21,236,1,1,A,FE-POC61,MRB,fish,PAMO,1,23.5,Paragobiodon modestus,species,20.7,,FE-POC61,size from imageJ,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
901,NA,6/16/21,236,1,1,A,FE-POC61,MRB,echinoderm,ECMA,1,13.7,Echinometra mathaei,species,,,FE-POC61,size from imageJ,213383,Echinodermata,Echinozoa,NA,Echinoidea,Euechinoidea,Echinacea,Camarodonta,NA,Echinidea,Odontophora,Echinometridae,NA,Echinometra,Echinometra mathaei
902,NA,6/16/21,236,1,1,A,FE-POC61,MRB,shrimp,SYCH,1,14.1,Synalpheus charon,species,,,FE-POC61,gravid; size from imageJ,210494,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
902,NA,6/16/21,236,1,1,A,FE-POC61,MRB,shrimp,SYCH,1,10.9,Synalpheus charon,species,,,FE-POC61,size from imageJ,210494,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
903,NA,6/16/21,236,1,1,A,FE-POC61,MRB,crab,TRSE,1,10.4,Trapezia serenei,species,,,FE-POC61,size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
903,NA,6/16/21,236,1,1,A,FE-POC61,MRB,crab,TRSE,1,9,Trapezia serenei,species,,,FE-POC61,size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
903,NA,6/16/21,236,1,1,A,FE-POC61,MRB,crab,TRSE,1,4.1,Trapezia serenei,species,,,FE-POC61,size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
903,NA,6/16/21,236,1,1,A,FE-POC61,MRB,crab,TRSE,1,3.2,Trapezia serenei,species,,,FE-POC61,size from imageJ,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
904,NA,6/16/21,236,1,1,A,FE-POC61,MRB,shrimp,HASP,1,17,Harpiliopsis spinigera,species,,,FE-POC61,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
904,NA,6/16/21,236,1,1,A,FE-POC61,MRB,shrimp,HASP,1,15.1,Harpiliopsis spinigera,species,,,FE-POC61,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
904,NA,6/16/21,236,1,1,A,FE-POC61,MRB,shrimp,HASP,1,14.1,Harpiliopsis spinigera,species,,,FE-POC61,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
904,NA,6/16/21,236,1,1,A,FE-POC61,MRB,shrimp,HASP,1,13.3,Harpiliopsis spinigera,species,,,FE-POC61,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
904,NA,6/16/21,236,1,1,A,FE-POC61,MRB,shrimp,HASP,1,13.2,Harpiliopsis spinigera,species,,,FE-POC61,size from imageJ,220130,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
905,NA,6/16/21,236,1,1,A,FE-POC61,MRB,squat_lobster,GAMA,1,2.4,Galathea mauritiana,species,,,FE-POC61,size from imageJ,210093,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Galatheidae,NA,Galathea,Galathea mauritiana
905,NA,6/16/21,236,1,1,A,FE-POC61,MRB,squat_lobster,GAMA,1,2.6,Galathea mauritiana,species,,,FE-POC61,size from imageJ,210093,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Galatheidae,NA,Galathea,Galathea mauritiana
905,NA,6/16/21,236,1,1,A,FE-POC61,MRB,squat_lobster,GAMA,1,3.9,Galathea mauritiana,species,,,FE-POC61,size from imageJ,210093,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Galatheidae,NA,Galathea,Galathea mauritiana
906,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,STAS,1,9.9,Strigatella assimilis,species,,,FE-POC61,size from imageJ,890213,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Mitroidea,Mitridae,Strigatellinae,Strigatella,Strigatella assimilis
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,4.2,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,3.9,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,4.2,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,4.5,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,5.1,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,5,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,6.1,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,7.5,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,7.2,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,7.5,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,5.7,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,5.8,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,6.1,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,5.1,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,8.7,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,7,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,10.2,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,9.1,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,8.6,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,9.5,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,6.8,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,9.4,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,9.9,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,8.5,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,13.5,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,10.4,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,11.2,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,12.2,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,15.4,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,18.4,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
907,NA,6/16/21,236,1,1,A,FE-POC61,MRB,snail,COMO,1,22.7,Galeropsis monodonta,species,,,FE-POC61,size from imageJ,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Galeropsis,Galeropsis monodonta
908,NA,6/16/21,236,1,1,A,FE-POC61,MRB,hermit,CALT,2,NA,Calcinus latens,species,,,,,208677,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
943,NA,6/16/21,238,1,1,A,FE-POC61,MRB,snail,VERM,3,L,Vermetidae,family,,,,"3L, 1M",23139,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Littorinimorpha,NA,NA,Vermetoidea,Vermetidae,NA,NA,NA
943,NA,6/16/21,238,1,1,A,FE-POC61,MRB,snail,VERM,1,M,Vermetidae,family,,,,"3L, 1M",23139,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Littorinimorpha,NA,NA,Vermetoidea,Vermetidae,NA,NA,NA
1285,NA,18-Jun,250,1,1,A,FE-POC61,MRB,shrimp,ARIN,2,6,Arete indicus,species,,,,,221011,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Arete,Arete indicus
1286,NA,18-Jun,250,1,1,A,FE-POC61,MRB,shrimp,ARIN,1,5,Arete indicus,species,,,,,221011,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Arete,Arete indicus
1287,NA,18-Jun,250,1,1,A,FE-POC61,MRB,crab,LUPU,1,5,Luniella pugil,species,,,,,881754,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Xanthoidea,Xanthidae,Chlorodiellinae,Luniella,Luniella pugil
1288,NA,18-Jun,250,1,1,A,FE-POC61,MRB,fish,GOUN,1,7,Gobiodon unicolor,species,6,,,,276935,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Gobiodon,Gobiodon unicolor
1289,NA,18-Jun,250,1,1,A,FE-POC61,MRB,crab,TRSE,1,3,Trapezia serenei,species,,,,,443886,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
1290,NA,18-Jun,250,1,1,A,FE-POC61,MRB,amphipod,UNSP,1,,Unciola,genus,,,,,101474,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophiida,Aoroidea,Unciolidae,Unciolinae,Unciola,NA
1291,NA,18-Jun,250,1,1,A,FE-POC61,MRB,snail,VEIN,1,7,Vexillum interruptum,species,,,,,758836,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Turbinelloidea,Costellariidae,NA,Vexillum,Vexillum interruptum
1292,NA,18-Jun,250,1,1,A,FE-POC61,MRB,snail,CORL,3,4,Coralliophila,genus,,,,,137837,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,NA
1293,NA,18-Jun,250,1,1,A,FE-POC61,MRB,snail,CORL,1,5,Coralliophila,genus,,,,,137837,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,NA
1294,NA,18-Jun,250,1,1,A,FE-POC61,MRB,snail,CORL,1,7,Coralliophila,genus,,,,,137837,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,NA
1295,NA,18-Jun,250,1,1,A,FE-POC61,MRB,snail,MIMI,1,3,Carinomitra typha,species,,,,,1074811,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Mitroidea,Mitridae,[unassigned] Mitridae,Carinomitra,Carinomitra typha
1296,NA,18-Jun,250,1,1,A,FE-POC61,MRB,snail,ZAHA,2,<5,Zafra hahajimana,species,,,,,511612,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Buccinoidea,Columbellidae,NA,Zafra,Zafra hahajimana
1297,NA,18-Jun,250,1,1,A,FE-POC61,MRB,snail,STRU,1,<5,Stomatolina rubra,species,,,,,213528,Mollusca,NA,NA,Gastropoda,Vetigastropoda,NA,Trochida,NA,NA,Trochoidea,Trochidae,Stomatellinae,Stomatolina,Stomatolina rubra
1298,NA,18-Jun,250,1,1,A,FE-POC61,MRB,snail,CYST,1,<5,Cystiscidae,family,,,,"orange dots on clear body, purplish under clear shell",23023,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Volutoidea,Cystiscidae,NA,NA,NA
1299,NA,18-Jun,250,1,1,A,FE-POC61,MRB,snail,TROC,1,7,Trochidae,family,,,,,443,Mollusca,NA,NA,Gastropoda,Vetigastropoda,NA,Trochida,NA,NA,Trochoidea,Trochidae,NA,NA,NA
1300,NA,18-Jun,250,1,1,A,FE-POC61,MRB,squat_lobster,GAMA,2,2,Galathea mauritiana,species,,,,,210093,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Galatheidae,NA,Galathea,Galathea mauritiana
1391,NA,18-Jun,254,1,1,A,FE-POC61,MRB,snail,MAIN,1,<5,Macteola interrupta,species,,,,,434315,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Conoidea,Mangeliidae,NA,Macteola,Macteola interrupta
1392,NA,18-Jun,254,1,1,A,FE-POC61,MRB,crab,BRAC,1,1,Brachyura,infraorder,,,,,106673,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,NA,NA,NA,NA,NA
1393,NA,18-Jun,254,1,1,A,FE-POC61,MRB,snail,APCE,2,<5,Apataxia cerithiiformis,species,,,,,871015,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Littorinimorpha,NA,NA,Rissooidea,Rissoinidae,NA,Apataxia,Apataxia cerithiiformis
